,ID,date,latitude,longitude,type,source,station,aqi,day,year,month,hour,dayofmonth,y_test,error
12702,39242,2016-01-15 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,474.0,2016-01-15,2016,1,14,15,280.1699245927479,-193.83007540725208
12703,39250,2016-01-15 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,463.0,2016-01-15,2016,1,15,15,225.31982398875152,-237.68017601124848
12710,39264,2016-01-15 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,408.0,2016-01-15,2016,1,16,15,167.48226709675174,-240.51773290324826
12720,39281,2016-01-15 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,342.0,2016-01-15,2016,1,17,15,128.6323919597936,-213.3676080402064
12726,39292,2016-01-15 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,395.0,2016-01-15,2016,1,18,15,123.28081144321278,-271.71918855678723
12728,39299,2016-01-15 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,356.0,2016-01-15,2016,1,19,15,165.59397385561405,-190.40602614438595
12735,39311,2016-01-15 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,348.0,2016-01-15,2016,1,20,15,180.5358611764684,-167.4641388235316
12741,39330,2016-01-15 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,345.0,2016-01-15,2016,1,21,15,257.4880909310426,-87.51190906895738
12747,39341,2016-01-15 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,329.0,2016-01-15,2016,1,22,15,264.5438405755584,-64.45615942444158
12753,39356,2016-01-15 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,310.0,2016-01-15,2016,1,23,15,259.58246525224314,-50.41753474775686
12760,39365,2016-01-16 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,292.0,2016-01-16,2016,1,0,16,241.594585306686,-50.405414693313986
12764,39375,2016-01-16 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,299.0,2016-01-16,2016,1,1,16,259.2691135198082,-39.73088648019183
12773,39397,2016-01-16 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,290.0,2016-01-16,2016,1,2,16,244.10711891731853,-45.89288108268147
12778,39409,2016-01-16 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,294.0,2016-01-16,2016,1,3,16,258.0890713761636,-35.91092862383641
12782,39415,2016-01-16 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,268.0,2016-01-16,2016,1,4,16,229.257981988433,-38.74201801156701
12790,39435,2016-01-16 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,220.0,2016-01-16,2016,1,5,16,202.80364772030518,-17.19635227969482
12795,39442,2016-01-16 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,174.0,2016-01-16,2016,1,6,16,166.05491197461376,-7.945088025386241
12803,39461,2016-01-16 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,130.0,2016-01-16,2016,1,7,16,137.56660944946708,7.56660944946708
12807,39472,2016-01-16 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,138.0,2016-01-16,2016,1,8,16,150.37101338238955,12.371013382389549
12812,39482,2016-01-16 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,141.0,2016-01-16,2016,1,9,16,193.81484287305724,52.814842873057245
12822,39502,2016-01-16 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,156.0,2016-01-16,2016,1,10,16,211.27581592444736,55.27581592444736
12826,39513,2016-01-16 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,158.0,2016-01-16,2016,1,11,16,219.33144943425927,61.33144943425927
12831,39523,2016-01-16 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,154.0,2016-01-16,2016,1,12,16,217.13306292011748,63.13306292011748
12836,39531,2016-01-16 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,136.0,2016-01-16,2016,1,13,16,176.7922495239801,40.792249523980104
12841,39543,2016-01-16 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,121.0,2016-01-16,2016,1,14,16,144.92816807966972,23.928168079669717
12850,39565,2016-01-16 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,121.0,2016-01-16,2016,1,15,16,113.58353162552083,-7.416468374479166
12852,39569,2016-01-16 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,108.0,2016-01-16,2016,1,16,16,90.60860343479901,-17.391396565200992
12862,39591,2016-01-16 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,103.0,2016-01-16,2016,1,17,16,86.62970993164846,-16.370290068351537
12867,39602,2016-01-16 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,110.0,2016-01-16,2016,1,18,16,91.7681869543876,-18.231813045612398
12872,39612,2016-01-16 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,128.0,2016-01-16,2016,1,19,16,135.02235534891062,7.022355348910622
12878,39632,2016-01-16 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,155.0,2016-01-16,2016,1,20,16,167.4207043341176,12.420704334117602
12885,39646,2016-01-16 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,176.0,2016-01-16,2016,1,21,16,220.8261367180461,44.82613671804609
12893,39662,2016-01-16 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,191.0,2016-01-16,2016,1,22,16,278.3611110534326,87.36111105343258
12899,39676,2016-01-16 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,212.0,2016-01-16,2016,1,23,16,293.27796383651497,81.27796383651497
12903,39687,2016-01-17 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,227.0,2016-01-17,2016,1,0,17,288.75770024561814,61.75770024561814
12906,39690,2016-01-17 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,236.0,2016-01-17,2016,1,1,17,299.2004641217887,63.200464121788684
12913,39704,2016-01-17 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,258.0,2016-01-17,2016,1,2,17,304.49840713694687,46.49840713694687
12917,39721,2016-01-17 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,277.0,2016-01-17,2016,1,3,17,297.95151634170986,20.951516341709862
12925,39731,2016-01-17 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,269.0,2016-01-17,2016,1,4,17,276.9177779693315,7.917777969331496
12928,39741,2016-01-17 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,237.0,2016-01-17,2016,1,5,17,266.934157168786,29.934157168785987
12936,39762,2016-01-17 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,199.0,2016-01-17,2016,1,6,17,273.1283489603851,74.1283489603851
12939,39770,2016-01-17 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,186.0,2016-01-17,2016,1,7,17,169.80959502105887,-16.19040497894113
12942,39775,2016-01-17 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,173.0,2016-01-17,2016,1,8,17,193.21066182151793,20.21066182151793
12951,39797,2016-01-17 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,176.0,2016-01-17,2016,1,9,17,256.8983348474161,80.8983348474161
12956,39810,2016-01-17 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,186.0,2016-01-17,2016,1,10,17,298.51141745859803,112.51141745859803
12962,39822,2016-01-17 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,177.0,2016-01-17,2016,1,11,17,323.6745076723569,146.67450767235692
12965,39832,2016-01-17 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,153.0,2016-01-17,2016,1,12,17,300.8954309922716,147.8954309922716
12972,39842,2016-01-17 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,126.0,2016-01-17,2016,1,13,17,215.09821501094157,89.09821501094157
12976,39852,2016-01-17 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,111.0,2016-01-17,2016,1,14,17,168.59912521450246,57.599125214502465
12986,39875,2016-01-17 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,103.0,2016-01-17,2016,1,15,17,111.29184131464017,8.291841314640166
12988,39879,2016-01-17 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,102.0,2016-01-17,2016,1,16,17,90.06101311351618,-11.938986886483818
12994,39890,2016-01-17 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,106.0,2016-01-17,2016,1,17,17,85.51390957465082,-20.486090425349175
13003,39912,2016-01-17 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,114.0,2016-01-17,2016,1,18,17,113.35010792053185,-0.6498920794681453
13010,39923,2016-01-17 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,127.0,2016-01-17,2016,1,19,17,139.51110255388343,12.511102553883433
13011,39934,2016-01-17 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,142.0,2016-01-17,2016,1,20,17,274.71481630874143,132.71481630874143
13020,39944,2016-01-17 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,147.0,2016-01-17,2016,1,21,17,242.11937744430455,95.11937744430455
13024,39956,2016-01-17 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,146.0,2016-01-17,2016,1,22,17,262.73255570527925,116.73255570527925
13033,39977,2016-01-17 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,150.0,2016-01-17,2016,1,23,17,250.40236988038305,100.40236988038305
13037,39988,2016-01-18 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,160.0,2016-01-18,2016,1,0,18,295.75683560615937,135.75683560615937
13046,40005,2016-01-18 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,174.0,2016-01-18,2016,1,1,18,306.9130364525024,132.9130364525024
13050,40009,2016-01-18 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,203.0,2016-01-18,2016,1,2,18,365.6935996928172,162.6935996928172
13056,40025,2016-01-18 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,177.0,2016-01-18,2016,1,3,18,282.1602675017644,105.1602675017644
13059,40035,2016-01-18 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,180.0,2016-01-18,2016,1,4,18,295.2930013185133,115.29300131851329
13067,40048,2016-01-18 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,173.0,2016-01-18,2016,1,5,18,286.6327033705926,113.6327033705926
13076,40070,2016-01-18 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,160.0,2016-01-18,2016,1,6,18,199.2751845452855,39.2751845452855
13078,40073,2016-01-18 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,157.0,2016-01-18,2016,1,7,18,207.70222596893225,50.702225968932254
13087,40092,2016-01-18 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,173.0,2016-01-18,2016,1,8,18,257.48623290095594,84.48623290095594
13093,40108,2016-01-18 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,204.0,2016-01-18,2016,1,9,18,334.16618987059866,130.16618987059866
13096,40117,2016-01-18 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,262.0,2016-01-18,2016,1,10,18,334.2509060433338,72.25090604333383
13105,40134,2016-01-18 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,290.0,2016-01-18,2016,1,11,18,340.7970058826513,50.79700588265132
13107,40139,2016-01-18 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,295.0,2016-01-18,2016,1,12,18,345.2058593651162,50.205859365116225
13113,40153,2016-01-18 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,264.0,2016-01-18,2016,1,13,18,311.23530421042784,47.23530421042784
13118,40161,2016-01-18 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,221.0,2016-01-18,2016,1,14,18,285.59432739275144,64.59432739275144
13129,40184,2016-01-18 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,194.0,2016-01-18,2016,1,15,18,217.4942966762883,23.494296676288286
13130,40188,2016-01-18 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,183.0,2016-01-18,2016,1,16,18,182.9501481545541,-0.049851845445886056
13137,40202,2016-01-18 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,170.0,2016-01-18,2016,1,17,18,141.50641550349374,-28.49358449650626
13142,40213,2016-01-18 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,154.0,2016-01-18,2016,1,18,18,156.7694962937161,2.769496293716088
13151,40230,2016-01-18 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,181.0,2016-01-18,2016,1,19,18,194.19922638574133,13.199226385741326
13157,40244,2016-01-18 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,234.0,2016-01-18,2016,1,20,18,249.36762402866393,15.367624028663926
13160,40254,2016-01-18 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,257.0,2016-01-18,2016,1,21,18,314.89397989576884,57.89397989576884
13168,40273,2016-01-18 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,292.0,2016-01-18,2016,1,22,18,300.12592132764684,8.125921327646836
13174,40283,2016-01-18 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,382.0,2016-01-18,2016,1,23,18,350.7603003807185,-31.23969961928151
13182,40295,2016-01-19 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,419.0,2016-01-19,2016,1,0,19,373.77460418259864,-45.22539581740136
13187,40307,2016-01-19 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,452.0,2016-01-19,2016,1,1,19,367.5138153161555,-84.4861846838445
13192,40319,2016-01-19 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,467.0,2016-01-19,2016,1,2,19,329.9350424292159,-137.0649575707841
13197,40331,2016-01-19 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,468.0,2016-01-19,2016,1,3,19,342.96199567239796,-125.03800432760204
13202,40346,2016-01-19 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,491.0,2016-01-19,2016,1,4,19,460.7425955754878,-30.257404424512174
13212,40366,2016-01-19 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,475.0,2016-01-19,2016,1,5,19,443.8674533953257,-31.132546604674303
13218,40379,2016-01-19 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,424.0,2016-01-19,2016,1,6,19,321.29332078532656,-102.70667921467344
13223,40391,2016-01-19 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,324.0,2016-01-19,2016,1,7,19,286.8334073110834,-37.16659268891658
13228,40398,2016-01-19 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,375.0,2016-01-19,2016,1,8,19,305.885748869526,-69.11425113047397
13232,40411,2016-01-19 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,446.0,2016-01-19,2016,1,9,19,303.48631918448234,-142.51368081551766
13239,40427,2016-01-19 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,480.0,2016-01-19,2016,1,10,19,328.22887238059167,-151.77112761940833
13247,40444,2016-01-19 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,498.0,2016-01-19,2016,1,11,19,382.45380393855146,-115.54619606144854
13255,40461,2016-01-19 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,473.0,2016-01-19,2016,1,12,19,334.77986727875566,-138.22013272124434
13256,40464,2016-01-19 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,400.0,2016-01-19,2016,1,13,19,241.61971496484492,-158.38028503515508
13264,40479,2016-01-19 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,299.0,2016-01-19,2016,1,14,19,321.81628665681546,22.816286656815464
13273,40503,2016-01-19 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,232.0,2016-01-19,2016,1,15,19,271.3852582075186,39.385258207518575
13277,40514,2016-01-19 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,204.0,2016-01-19,2016,1,16,19,228.28355024977301,24.283550249773015
13283,40526,2016-01-19 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,186.0,2016-01-19,2016,1,17,19,168.62958734169223,-17.37041265830777
13287,40533,2016-01-19 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,183.0,2016-01-19,2016,1,18,19,171.87091738647007,-11.129082613529931
13293,40549,2016-01-19 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,188.0,2016-01-19,2016,1,19,19,223.27816760986775,35.27816760986775
13298,40560,2016-01-19 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,211.0,2016-01-19,2016,1,20,19,314.81515600247303,103.81515600247303
13305,40580,2016-01-19 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,224.0,2016-01-19,2016,1,21,19,292.29507806706255,68.29507806706255
13311,40589,2016-01-19 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,259.0,2016-01-19,2016,1,22,19,303.9661235645952,44.96612356459519
13320,40605,2016-01-19 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,308.0,2016-01-19,2016,1,23,19,459.1822099033089,151.1822099033089
13325,40621,2016-01-20 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,317.0,2016-01-20,2016,1,0,20,362.262388847178,45.26238884717799
13331,40631,2016-01-20 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,324.0,2016-01-20,2016,1,1,20,371.00311974614226,47.00311974614226
13336,40641,2016-01-20 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,360.0,2016-01-20,2016,1,2,20,359.46222812301215,-0.537771876987847
13340,40654,2016-01-20 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,352.0,2016-01-20,2016,1,3,20,341.3252644372392,-10.674735562760816
13350,40674,2016-01-20 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,338.0,2016-01-20,2016,1,4,20,405.70544714812763,67.70544714812763
13355,40684,2016-01-20 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,322.0,2016-01-20,2016,1,5,20,373.34148580414524,51.341485804145236
13359,40699,2016-01-20 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,334.0,2016-01-20,2016,1,6,20,272.5740639423473,-61.42593605765268
13366,40706,2016-01-20 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,324.0,2016-01-20,2016,1,7,20,230.78297506859883,-93.21702493140117
13374,40726,2016-01-20 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,327.0,2016-01-20,2016,1,8,20,228.17142028721383,-98.82857971278617
13378,40732,2016-01-20 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,341.0,2016-01-20,2016,1,9,20,276.16006982422704,-64.83993017577296
13386,40754,2016-01-20 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,356.0,2016-01-20,2016,1,10,20,350.5924806032073,-5.407519396792679
13390,40762,2016-01-20 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,363.0,2016-01-20,2016,1,11,20,421.0989212121178,58.09892121211777
13397,40779,2016-01-20 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,376.0,2016-01-20,2016,1,12,20,377.21479839801026,1.2147983980102595
13399,40781,2016-01-20 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,339.0,2016-01-20,2016,1,13,20,333.25921294868755,-5.740787051312452
13408,40798,2016-01-20 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,316.0,2016-01-20,2016,1,14,20,236.09820175273347,-79.90179824726653
13415,40812,2016-01-20 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,272.0,2016-01-20,2016,1,15,20,207.117873878974,-64.882126121026
13420,40824,2016-01-20 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,233.0,2016-01-20,2016,1,16,20,171.4544693151324,-61.5455306848676
13427,40843,2016-01-20 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,207.0,2016-01-20,2016,1,17,20,136.98222055371292,-70.01777944628708
13430,40848,2016-01-20 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,185.0,2016-01-20,2016,1,18,20,130.35480684877982,-54.645193151220184
13439,40869,2016-01-20 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,189.0,2016-01-20,2016,1,19,20,146.63656090239178,-42.36343909760822
13441,40872,2016-01-20 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,182.0,2016-01-20,2016,1,20,20,178.18154311403097,-3.8184568859690273
13447,40891,2016-01-20 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,177.0,2016-01-20,2016,1,21,20,212.71935707194024,35.71935707194024
13457,40903,2016-01-20 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,165.0,2016-01-20,2016,1,22,20,247.80303200617638,82.80303200617638
13459,40918,2016-01-20 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,184.0,2016-01-20,2016,1,23,20,259.83535418155145,75.83535418155145
13468,40933,2016-01-21 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,191.0,2016-01-21,2016,1,0,21,192.7369198675738,1.7369198675737891
13471,40938,2016-01-21 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,223.0,2016-01-21,2016,1,1,21,205.63920580018907,-17.360794199810925
13482,40959,2016-01-21 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,243.0,2016-01-21,2016,1,2,21,209.6977592033207,-33.302240796679314
13484,40970,2016-01-21 03:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,220.0,2016-01-21,2016,1,3,21,217.56452645074407,-2.4354735492559314
13493,40986,2016-01-21 04:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,238.0,2016-01-21,2016,1,4,21,257.5863660633143,19.5863660633143
13498,40995,2016-01-21 05:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,240.0,2016-01-21,2016,1,5,21,254.69271819651365,14.692718196513653
13502,41004,2016-01-21 06:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,243.0,2016-01-21,2016,1,6,21,150.97537899154509,-92.02462100845491
13511,41019,2016-01-21 07:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,220.0,2016-01-21,2016,1,7,21,127.46769625960286,-92.53230374039714
13518,41037,2016-01-21 08:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,233.0,2016-01-21,2016,1,8,21,126.1858324722394,-106.8141675277606
13520,41046,2016-01-21 09:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,259.0,2016-01-21,2016,1,9,21,199.6546845008639,-59.34531549913609
13529,41061,2016-01-21 10:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,241.0,2016-01-21,2016,1,10,21,215.21289371846373,-25.787106281536268
13533,41073,2016-01-21 11:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,220.0,2016-01-21,2016,1,11,21,196.29182503889697,-23.708174961103026
13541,41087,2016-01-21 12:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,152.0,2016-01-21,2016,1,12,21,160.99422123935653,8.994221239356534
13543,41097,2016-01-21 13:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,128.0,2016-01-21,2016,1,13,21,100.67328479123864,-27.326715208761357
13550,41116,2016-01-21 14:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,107.0,2016-01-21,2016,1,14,21,82.95399979285789,-24.046000207142114
13557,41133,2016-01-21 15:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,97.0,2016-01-21,2016,1,15,21,66.92105488932928,-30.078945110670716
13563,41141,2016-01-21 16:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,79.0,2016-01-21,2016,1,16,21,55.369176199858174,-23.630823800141826
13568,41153,2016-01-21 17:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,65.0,2016-01-21,2016,1,17,21,43.466262344502134,-21.533737655497866
13576,41169,2016-01-21 18:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,62.0,2016-01-21,2016,1,18,21,47.17271626264582,-14.827283737354179
13584,41191,2016-01-21 19:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,83.0,2016-01-21,2016,1,19,21,73.30652264078007,-9.693477359219926
13587,41201,2016-01-21 20:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,97.0,2016-01-21,2016,1,20,21,92.88037577014678,-4.1196242298532155
13591,41208,2016-01-21 21:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,97.0,2016-01-21,2016,1,21,21,136.4454887678617,39.44548876786169
13601,41234,2016-01-21 22:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,100.0,2016-01-21,2016,1,22,21,154.32274168707156,54.322741687071556
13606,41244,2016-01-21 23:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,117.0,2016-01-21,2016,1,23,21,159.08582991661373,42.08582991661373
13611,41259,2016-01-22 00:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,128.0,2016-01-22,2016,1,0,22,124.4879602841697,-3.512039715830298
13618,41275,2016-01-22 01:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,122.0,2016-01-22,2016,1,1,22,131.03589695979431,9.035896959794314
13623,41288,2016-01-22 02:00:00,47.922497,106.79481000000001,PM2.5,Agaar.mn,Толгойт,115.0,2016-01-22,2016,1,2,22,115.06508653044243,0.06508653044242863
